SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,address
QIHUA PRIMARY SCHOOL,5,WOODLANDS STREET 81,QIHUA PRIMARY SCHOOL,5 WOODLANDS STREET 81 QIHUA PRIMARY SCHOOL SINGAPORE 738525,738525,22994.5551156951,47078.5774599016,1.4420359661233,103.788339756898,5    WOODLANDS STREET 81
QUEENSTOWN CAREHUT,310,MARGARET DRIVE,QUEENSTOWN CAREHUT,310 MARGARET DRIVE QUEENSTOWN CAREHUT SINGAPORE 149303,149303,25143.1426198389,30878.5540552996,1.29552905587752,103.807648475656,310  MARGARET DR
QUEENSTOWN PRIMARY SCHOOL,310,MARGARET DRIVE,QUEENSTOWN PRIMARY SCHOOL,310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303,149303,25132.029336133,30885.6966638304,1.29559365009015,103.807548617332,310  MARGARET DR
QUEENSTOWN SECONDARY SCHOOL,1,STRATHMORE ROAD,QUEENSTOWN SECONDARY SCHOOL,1 STRATHMORE ROAD QUEENSTOWN SECONDARY SCHOOL SINGAPORE 148800,148800,25759.9730125098,30656.5376077667,1.29352126774652,103.813190980055,1    STRATHMORE ROAD
QUEENSWAY SECONDARY SCHOOL,2A,MARGARET DRIVE,QUEENSWAY SECONDARY SCHOOL,2A MARGARET DRIVE QUEENSWAY SECONDARY SCHOOL SINGAPORE 149295,149295,24537.5928928228,31397.561654076,1.30022271592188,103.802207291625,2A   MARGARET DRIVE
ACE @ WORK ENRICHMENT PTE LTD (RADIN MAS PRIMARY),1,BUKIT PURMEI AVENUE,ACE @ WORK ENRICHMENT PTE LTD (RADIN MAS PRIMARY),1 BUKIT PURMEI AVENUE ACE @ WORK ENRICHMENT PTE LTD (RADIN MAS PRIMARY) SINGAPORE 099840,099840,26975.8011428332,28597.1569343451,1.27489701529771,103.824115781658,1    BUKIT PURMEI AVENUE
RADIN MAS PRIMARY SCHOOL,1,BUKIT PURMEI AVENUE,RADIN MAS PRIMARY SCHOOL,1 BUKIT PURMEI AVENUE RADIN MAS PRIMARY SCHOOL SINGAPORE 099840,099840,26983.8685896052,28603.9263991714,1.27495823622634,103.824188270373,1    BUKIT PURMEI AVENUE
KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS),21,HILLCREST ROAD,KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS),21 HILLCREST ROAD KNOWLEDGE PARK EDUCARE (SC) PTE LTD (RAFFLES GIRLS) SINGAPORE 289072,289072,25003.9977021599,34694.7955917995,1.33004178068277,103.806397828938,21   Hillcrest Road
RAFFLES GIRLS' PRIMARY SCHOOL,21,HILLCREST ROAD,RAFFLES GIRLS' PRIMARY SCHOOL,21 HILLCREST ROAD RAFFLES GIRLS' PRIMARY SCHOOL SINGAPORE 289072,289072,25009.0146507286,34624.3017604016,1.3294042600012,103.806442915912,21   Hillcrest Road
RAFFLES GIRLS' SCHOOL (SECONDARY),2,BRADDELL RISE,RAFFLES GIRLS' SCHOOL (SECONDARY),2 BRADDELL RISE RAFFLES GIRLS' SCHOOL (SECONDARY) SINGAPORE 318871,318871,29092.3551620366,36036.388495991,1.34217479932295,103.84313404727,2    BRADDELL RISE
RAFFLES INSTITUTION,1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION,1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION SINGAPORE 575954,575954,29397.4034992037,36480.122403916,1.34618775847486,103.845875110532,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (ADMINISTRATIVE CENTRE),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (ADMINISTRATIVE CENTRE),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (ADMINISTRATIVE CENTRE) SINGAPORE 575954,575954,29146.4620281225,36491.4763483591,1.34629045013358,103.843620247231,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (ARTSPACE),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (ARTSPACE),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (ARTSPACE) SINGAPORE 575954,575954,29253.9772660322,36623.6072359029,1.34748539060326,103.844586343411,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (AUDITORIUM),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (AUDITORIUM),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (AUDITORIUM) SINGAPORE 575954,575954,29375.0509261759,36649.26840223,1.34771745576312,103.845674266587,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (DINING HALL),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (DINING HALL),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (DINING HALL) SINGAPORE 575954,575954,29281.8145490494,36557.2218292747,1.34688502341737,103.844836475867,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (MARSHALL BLOCK),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (MARSHALL BLOCK),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (MARSHALL BLOCK) SINGAPORE 575954,575954,29355.0085570058,36419.169827953,1.34563652699047,103.845494163126,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (S.RAJARATNAM BLOCK),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (S.RAJARATNAM BLOCK),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (S.RAJARATNAM BLOCK) SINGAPORE 575954,575954,29203.2871104851,36489.674676897,1.34627415423579,103.844130855559,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (SCIENCE HUB),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (SCIENCE HUB),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (SCIENCE HUB) SINGAPORE 575954,575954,29401.460892153,36427.3295315392,1.34571031831881,103.845911566261,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION (SHEARES BLOCK),1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION (SHEARES BLOCK),1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION (SHEARES BLOCK) SINGAPORE 575954,575954,29276.3973971987,36501.677687984,1.34638270218392,103.844787797061,1    RAFFLES INSTITUTION LANE
RAFFLES INSTITUTION BOARDING,1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION BOARDING,1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION BOARDING SINGAPORE 575954,575954,29165.7161584599,36563.4896325395,1.34694171193172,103.843793260239,1    RAFFLES INSTITUTION LANE
COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL,350,BEDOK NORTH AVENUE 3,COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3 COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL SINGAPORE 469719,469719,39240.1303829281,35138.9475005791,1.33405659580859,103.934317528484,350  BEDOK NORTH AVENUE 3
RED SWASTIKA SCHOOL,350,BEDOK NORTH AVENUE 3,RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3 RED SWASTIKA SCHOOL SINGAPORE 469719,469719,39241.7795945574,35048.9817909673,1.33324297847732,103.934332314404,350  BEDOK NORTH AVENUE 3
RED SWASTIKA WELFARE CLINIC,350,BEDOK NORTH AVENUE 3,RED SWASTIKA WELFARE CLINIC,350 BEDOK NORTH AVENUE 3 RED SWASTIKA WELFARE CLINIC SINGAPORE 469719,469719,39261.5153187839,35096.6963010356,1.33367448359173,103.93450966846,350  BEDOK NORTH AVENUE 3
REGENT SECONDARY SCHOOL,50,CHOA CHU KANG NORTH 5,REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621,689621,18842.8552409327,41687.3977799285,1.39327908335682,103.751034411529,50   CHOA CHU KANG NORTH 5
6 BOON LAY AVENUE SINGAPORE 649961,6,BOON LAY AVENUE,NIL,6 BOON LAY AVENUE SINGAPORE 649961,649961,14074.6256253822,36304.4497505389,1.34459584223718,103.708190688947,6    BOON LAY AVENUE
RIVER VALLEY HIGH SCHOOL,6,BOON LAY AVENUE,RIVER VALLEY HIGH SCHOOL,6 BOON LAY AVENUE RIVER VALLEY HIGH SCHOOL SINGAPORE 649961,649961,14167.1561531294,36247.1858126801,1.34407801149725,103.709022156436,6    BOON LAY AVENUE
AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL,2,RIVER VALLEY GREEN,AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993,237993,28300.5267893467,30729.7527125087,1.29418347842837,103.836018941571,2    RIVER VALLEY GREEN
RIVER VALLEY PRIMARY SCHOOL,2,RIVER VALLEY GREEN,RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993,237993,28277.8483209386,30734.1542524323,1.2942232846169,103.835815165829,2    RIVER VALLEY GREEN
MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL,110,WOODLANDS CRESCENT,MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL,110 WOODLANDS CRESCENT MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803,737803,24502.3868994378,47627.9217809848,1.44700426493785,103.801889031334,110  Woodlands Crescent
MOE KINDERGARTEN @ RIVERSIDE,110,WOODLANDS CRESCENT,MOE KINDERGARTEN @ RIVERSIDE,110 WOODLANDS CRESCENT MOE KINDERGARTEN @ RIVERSIDE SINGAPORE 737803,737803,24512.0880000954,47719.6363141593,1.44783369895684,103.80197619401,110  Woodlands Crescent
PCF SPARKLETOTS KCARE CENTRE@RIVERSIDE,110,WOODLANDS CRESCENT,PCF SPARKLETOTS KCARE CENTRE@RIVERSIDE,110 WOODLANDS CRESCENT PCF SPARKLETOTS KCARE CENTRE@RIVERSIDE SINGAPORE 737803,737803,24507.9431629414,47632.6842968836,1.44704733609149,103.801938959313,110  Woodlands Crescent
RIVERSIDE PRIMARY SCHOOL,110,WOODLANDS CRESCENT,RIVERSIDE PRIMARY SCHOOL,110 WOODLANDS CRESCENT RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803,737803,24496.0361921666,47632.6851746552,1.44704734253719,103.801831963297,110  Woodlands Crescent
RIVERSIDE SECONDARY SCHOOL,3,WOODLANDS STREET 81,RIVERSIDE SECONDARY SCHOOL,3 WOODLANDS STREET 81 RIVERSIDE SECONDARY SCHOOL SINGAPORE 738524,738524,22991.0453311065,46975.256819712,1.44110157139127,103.78830823641,3    WOODLANDS STREET 81
PRO-TEACH SCHOOLCARE (RIVERVALE) LLP,80,RIVERVALE DRIVE,PRO-TEACH SCHOOLCARE (RIVERVALE) LLP,80 RIVERVALE DRIVE PRO-TEACH SCHOOLCARE (RIVERVALE) LLP SINGAPORE 545092,545092,35926.5905072847,41693.547538057,1.39333506298213,103.904545253288,80   RIVERVALE DRIVE
RIVERVALE PRIMARY SCHOOL,80,RIVERVALE DRIVE,RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092,545092,35928.1770641869,41701.8312798403,1.39340997767762,103.904559511997,80   RIVERVALE DRIVE
KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD,21,SERANGOON NORTH AVENUE 4,KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD,21 SERANGOON NORTH AVENUE 4 KNOWLEDGE PARK EDUCARE (ROSYTH) PTE LTD SINGAPORE 555855,555855,32613.2254595151,39429.2584868576,1.3728583654058,103.87477170399,21   Serangoon North Avenue 4
ROSYTH SCHOOL,21,SERANGOON NORTH AVENUE 4,ROSYTH SCHOOL,21 SERANGOON NORTH AVENUE 4 ROSYTH SCHOOL SINGAPORE 555855,555855,32638.8043574626,39432.8315618001,1.37289067499064,103.875001549174,21   Serangoon North Avenue 4
RULANG PRIMARY SCHOOL,6,JURONG WEST STREET 52,RULANG PRIMARY SCHOOL,6 JURONG WEST STREET 52 RULANG PRIMARY SCHOOL SINGAPORE 649295,649295,15217.2735802168,36541.3390983045,1.34673868889096,103.718457955487,6    JURONG WEST STREET 52
YMCA SCC @ RULANG,6,JURONG WEST STREET 52,YMCA SCC @ RULANG,6 JURONG WEST STREET 52 YMCA SCC @ RULANG SINGAPORE 649295,649295,15253.7998630516,36591.1894081067,1.34718953201213,103.718786145011,6    JURONG WEST STREET 52
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1,TECHNOLOGY DRIVE,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE","1 TECHNOLOGY DRIVE SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE SINGAPORE 138572",138572,21399.6898937989,32802.5152550135,1.31292810600277,103.774011529322,1    Technology Drive
SCHOOL OF THE ARTS (SOTA),1,ZUBIR SAID DRIVE,SCHOOL OF THE ARTS (SOTA),1 ZUBIR SAID DRIVE SCHOOL OF THE ARTS (SOTA) SINGAPORE 227968,227968,29710.4144953834,31302.6820281129,1.29936480411316,103.848687419363,1    Zubir Said Drive
SOTA THEATRE & HALL,1,ZUBIR SAID DRIVE,SOTA THEATRE & HALL,1 ZUBIR SAID DRIVE SOTA THEATRE & HALL SINGAPORE 227968,227968,29708.9782492872,31301.1988061052,1.2993513904547,103.848674513968,1    Zubir Said Drive
MOE KINDERGARTEN @ SEMBAWANG,10,SEMBAWANG DRIVE,MOE KINDERGARTEN @ SEMBAWANG,10 SEMBAWANG DRIVE MOE KINDERGARTEN @ SEMBAWANG SINGAPORE 757715,757715,26646.1261990219,47488.6922037564,1.4457453096024,103.821152676215,10   SEMBAWANG DRIVE
POWERLIFE STUDENT SERVICES (SEMBAWANG PRIMARY),10,SEMBAWANG DRIVE,POWERLIFE STUDENT SERVICES (SEMBAWANG PRIMARY),10 SEMBAWANG DRIVE POWERLIFE STUDENT SERVICES (SEMBAWANG PRIMARY) SINGAPORE 757715,757715,26631.5294941422,47411.1054941267,1.4450436428697,103.82102151409,10   SEMBAWANG DRIVE
SEMBAWANG HILLS ESTATE,10,SEMBAWANG HILLS DRIVE,SEMBAWANG HILLS ESTATE,10 SEMBAWANG HILLS DRIVE SEMBAWANG HILLS ESTATE SINGAPORE 575889,575889,27499.4621111564,39921.0318619236,1.37730614502021,103.828820879667,10   SEMBAWANG DRIVE
SEMBAWANG PRIMARY SCHOOL,10,SEMBAWANG DRIVE,SEMBAWANG PRIMARY SCHOOL,10 SEMBAWANG DRIVE SEMBAWANG PRIMARY SCHOOL SINGAPORE 757715,757715,26633.8508971538,47414.4307650849,1.4450737155262,103.821042374036,10   SEMBAWANG DRIVE
SEMBAWANG SECONDARY SCHOOL,30,SEMBAWANG CRESCENT,SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT SEMBAWANG SECONDARY SCHOOL SINGAPORE 757704,757704,26166.5553010562,47441.1161091775,1.44531502131387,103.816843258118,30   SEMBAWANG CRESCENT
QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY,21,COMPASSVALE WALK,QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY,21 COMPASSVALE WALK QSF - THE ENABLERS STUDENT CARE @ SENGKANG PRIMARY SINGAPORE 545166,545166,35368.2352863764,41241.8749130946,1.38925044778224,103.899527879229,21   COMPASSVALE WALK
SENG KANG PRIMARY SCHOOL,21,COMPASSVALE WALK,SENG KANG PRIMARY SCHOOL,21 COMPASSVALE WALK SENG KANG PRIMARY SCHOOL SINGAPORE 545166,545166,35394.8580362787,41269.1828696113,1.38949740422462,103.899767112047,21   COMPASSVALE WALK
SENG KANG SECONDARY SCHOOL,10,COMPASSVALE LANE,SENG KANG SECONDARY SCHOOL,10 COMPASSVALE LANE SENG KANG SECONDARY SCHOOL SINGAPORE 545090,545090,35238.8340261402,40948.4476958644,1.38659683143747,103.898365036709,10   COMPASSVALE LANE
SENGKANG SECONDARY SCHOOL,10,COMPASSVALE LANE,SENGKANG SECONDARY SCHOOL,10 COMPASSVALE LANE SENGKANG SECONDARY SCHOOL SINGAPORE 545090,545090,35238.8912931653,40940.0948522743,1.38652129134849,103.898365549236,10   COMPASSVALE LANE
MOE KINDERGARTEN @ SENGKANG GREEN,15,FERNVALE ROAD,MOE KINDERGARTEN @ SENGKANG GREEN,15 FERNVALE ROAD MOE KINDERGARTEN @ SENGKANG GREEN SINGAPORE 797636,797636,32636.9100054335,41605.5649867393,1.3925400930811,103.874984869551,15   Fernvale Road
PCF SPARKLETOTS KCARE CENTRE @ SENGKANG GREEN,15,FERNVALE ROAD,PCF SPARKLETOTS KCARE CENTRE @ SENGKANG GREEN,15 FERNVALE ROAD PCF SPARKLETOTS KCARE CENTRE @ SENGKANG GREEN SINGAPORE 797636,797636,32656.2685905835,41638.6445937324,1.39283924999573,103.875158826938,15   Fernvale Road
SENGKANG GREEN PRIMARY SCHOOL,15,FERNVALE ROAD,SENGKANG GREEN PRIMARY SCHOOL,15 FERNVALE ROAD SENGKANG GREEN PRIMARY SCHOOL SINGAPORE 797636,797636,32662.8166451091,41639.3984784018,1.39284606680477,103.875217666486,15   Fernvale Road
YMCA STUDENT CARE CENTRE @ SENGKANG GREEN,15,FERNVALE ROAD,YMCA STUDENT CARE CENTRE @ SENGKANG GREEN,15 FERNVALE ROAD YMCA STUDENT CARE CENTRE @ SENGKANG GREEN SINGAPORE 797636,797636,32656.2685905835,41638.6445937324,1.39283924999573,103.875158826938,15   Fernvale Road
SERANGOON GARDEN SECONDARY SCHOOL,21,SERANGOON NORTH AVENUE 1,SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889,555889,32000.9924708903,39038.6248832196,1.36932570490947,103.869270301476,21   SERANGOON NORTH AVENUE 1
SERANGOON SECONDARY SCHOOL,11,UPPER SERANGOON VIEW,SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW SERANGOON SECONDARY SCHOOL SINGAPORE 534237,534237,35658.8371386668,39628.0344803315,1.37465538827443,103.902138740699,11   UPPER SERANGOON VIEW
MOE KINDERGARTEN @ SHUQUN,8,JURONG WEST STREET 51,MOE KINDERGARTEN @ SHUQUN,8 JURONG WEST STREET 51 MOE KINDERGARTEN @ SHUQUN SINGAPORE 649332,649332,15562.4299923396,36555.8065891601,1.34686967259067,103.721559387203,8    JURONG WEST STREET 51
NASCANS @ SHUQUN,8,JURONG WEST STREET 51,NASCANS @ SHUQUN,8 JURONG WEST STREET 51 NASCANS @ SHUQUN SINGAPORE 649332,649332,15551.3204315957,36636.8785360437,1.34760285244673,103.721459527674,8    JURONG WEST STREET 51
SHUQUN PRIMARY SCHOOL,8,JURONG WEST STREET 51,SHUQUN PRIMARY SCHOOL,8 JURONG WEST STREET 51 SHUQUN PRIMARY SCHOOL SINGAPORE 649332,649332,15558.4638573611,36642.4359194618,1.34765311431632,103.721523713379,8    JURONG WEST STREET 51
SI LING PRIMARY SCHOOL,61,WOODLANDS AVENUE 1,SI LING PRIMARY SCHOOL,61 WOODLANDS AVENUE 1 SI LING PRIMARY SCHOOL SINGAPORE 739067,739067,22738.0565941427,46014.1202728488,1.43240935732525,103.786035065192,61   WOODLANDS AVENUE 1
YMCA STUDENT CARE CENTRE @ SI LING,61,WOODLANDS AVENUE 1,YMCA STUDENT CARE CENTRE @ SI LING,61 WOODLANDS AVENUE 1 YMCA STUDENT CARE CENTRE @ SI LING SINGAPORE 739067,739067,22709.536404877,46046.2428061962,1.43269985645119,103.785778778523,61   WOODLANDS AVENUE 1
SINGAPORE CHINESE GIRLS' SCHOOL,190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437,309437,27426.4538880838,33654.5249451734,1.3206340835184,103.828164966953,190  DUNEARN ROAD
SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY) SINGAPORE 309437,309437,27379.6878858209,33673.6731678378,1.32080725235992,103.827744749548,190  DUNEARN ROAD
SINGAPORE CHINESE GIRLS' SCHOOL,190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL SINGAPORE 309437,309437,27426.4538880838,33654.5249451734,1.3206340835184,103.828164966953,190  DUNEARN ROAD
SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190,DUNEARN ROAD,SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY),190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY) SINGAPORE 309437,309437,27379.6878858209,33673.6731678378,1.32080725235992,103.827744749548,190  DUNEARN ROAD
SINGAPORE SPORTS SCHOOL,1,CHAMPIONS WAY,SINGAPORE SPORTS SCHOOL,1 CHAMPIONS WAY SINGAPORE SPORTS SCHOOL SINGAPORE 737913,737913,23117.4954931987,45350.8892124798,1.42641140556342,103.789444793951,1    Champions Way
PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY),6,CHOA CHU KANG CENTRAL,PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY),6 CHOA CHU KANG CENTRAL PRO-TEACH SCHOOLCARE (SOUTH VIEW PRIMARY) SINGAPORE 689762,689762,18410.9318699865,40377.3373044748,1.38143123987698,103.747153671,6    Choa Chu Kang Central
SOUTH VIEW PRIMARY SCHOOL,6,CHOA CHU KANG CENTRAL,SOUTH VIEW PRIMARY SCHOOL,6 CHOA CHU KANG CENTRAL SOUTH VIEW PRIMARY SCHOOL SINGAPORE 689762,689762,18313.2418920035,40403.3706761971,1.38166664389749,103.746275846011,6    Choa Chu Kang Central
SPECTRA SECONDARY SCHOOL,1,WOODLANDS DRIVE 64,SPECTRA SECONDARY SCHOOL,1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL SINGAPORE 737758,737758,24748.4707526173,46525.8443958983,1.43703750789961,103.804100467487,1    WOODLANDS DRIVE 64
MOE KINDERGARTEN @ SPRINGDALE,71,ANCHORVALE LINK,MOE KINDERGARTEN @ SPRINGDALE,71 ANCHORVALE LINK MOE KINDERGARTEN @ SPRINGDALE SINGAPORE 544799,544799,34242.9442041246,41909.1654851716,1.39528544463377,103.889416413501,71   Anchorvale Link
PCF SPARKLETOTS KCARE CENTRE@SPRINGDALE,71,ANCHORVALE LINK,PCF SPARKLETOTS KCARE CENTRE@SPRINGDALE,71 ANCHORVALE LINK PCF SPARKLETOTS KCARE CENTRE@SPRINGDALE SINGAPORE 544799,544799,34296.3733095182,41872.9795052782,1.39495818021916,103.889896508672,71   Anchorvale Link
SPRINGDALE PRIMARY SCHOOL,71,ANCHORVALE LINK,SPRINGDALE PRIMARY SCHOOL,71 ANCHORVALE LINK SPRINGDALE PRIMARY SCHOOL SINGAPORE 544799,544799,34299.680692099,41841.1254489459,1.39467010299293,103.889926221247,71   Anchorvale Link
YMCA STUDENT CARE CENTRE @ SPRINGDALE,71,ANCHORVALE LINK,YMCA STUDENT CARE CENTRE @ SPRINGDALE,71 ANCHORVALE LINK YMCA STUDENT CARE CENTRE @ SPRINGDALE SINGAPORE 544799,544799,34296.3733095182,41872.9795052782,1.39495818021916,103.889896508672,71   Anchorvale Link
SPRINGFIELD SECONDARY SCHOOL,30,TAMPINES AVENUE 8,SPRINGFIELD SECONDARY SCHOOL,30 TAMPINES AVENUE 8 SPRINGFIELD SECONDARY SCHOOL SINGAPORE 529593,529593,38799.0137778232,36854.6606742647,1.34957303471476,103.930354460693,30   TAMPINES AVENUE 8
SAINT ANDREW'S JUNIOR COLLEGE,5,SORBY ADAMS DRIVE,SAINT ANDREW'S JUNIOR COLLEGE,5 SORBY ADAMS DRIVE SAINT ANDREW'S JUNIOR COLLEGE SINGAPORE 357691,357691,31367.377300797,35029.1094067935,1.33306515740956,103.863576377056,5    Sorby Adams Drive
SAINT ANDREW'S JUNIOR SCHOOL,2,FRANCIS THOMAS DRIVE,SAINT ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337,359337,31538.8499082169,34845.2692709584,1.33140255308868,103.865117134385,2    FRANCIS THOMAS DRIVE
SAINT ANDREW'S SECONDARY SCHOOL,15,FRANCIS THOMAS DRIVE,SAINT ANDREW'S SECONDARY SCHOOL,15 FRANCIS THOMAS DRIVE SAINT ANDREW'S SECONDARY SCHOOL SINGAPORE 359342,359342,31664.831310045,34766.8795819897,1.33069360968075,103.866249138562,15   FRANCIS THOMAS DRIVE
SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,469701,40009.9558383394,35212.930261923,1.3347253730189,103.941234868202,1602 BEDOK NORTH AVE 4
YMCA STUDENT CARE CENTRE @ ST ANTHONY'S CANOSSIAN,1602,BEDOK NORTH AVENUE 4,YMCA STUDENT CARE CENTRE @ ST ANTHONY'S CANOSSIAN,1602 BEDOK NORTH AVENUE 4 YMCA STUDENT CARE CENTRE @ ST ANTHONY'S CANOSSIAN SINGAPORE 469701,469701,39933.1477423226,35262.2468563691,1.3351714044028,103.940544723873,1602 BEDOK NORTH AVE 4
SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,469700,40092.566337103,35206.0519231595,1.33466313498855,103.941977166932,1600 BEDOK NORTH AVENUE 4
MORNING STAR COMMUNITY SERVICES (SGPS),220,LORONG CHUAN,MORNING STAR COMMUNITY SERVICES (SGPS),220 LORONG CHUAN MORNING STAR COMMUNITY SERVICES (SGPS) SINGAPORE 556742,556742,31226.4103413029,36825.1216646656,1.34930766795555,103.862309899986,220  Lorong Chuan
SAINT GABRIEL'S PRIMARY SCHOOL,220,LORONG CHUAN,SAINT GABRIEL'S PRIMARY SCHOOL,220 LORONG CHUAN SAINT GABRIEL'S PRIMARY SCHOOL SINGAPORE 556742,556742,31254.358949963,36843.2848763354,1.34947192653862,103.862561037707,220  Lorong Chuan
SAINT GABRIEL'S SECONDARY SCHOOL,24,SERANGOON AVENUE 1,SAINT GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1 SAINT GABRIEL'S SECONDARY SCHOOL SINGAPORE 556140,556140,32760.4506575912,36513.3583147768,1.34648798732177,103.876094163287,24   SERANGOON AVENUE 1
CHAPEL OF CHRIST THE REDEEMER,2,TAMPINES AVENUE 3,CHAPEL OF CHRIST THE REDEEMER,2 TAMPINES AVENUE 3 CHAPEL OF CHRIST THE REDEEMER SINGAPORE 529706,529706,39540.4096965808,36866.4956980404,1.34967978969837,103.937016363397,2    Tampines Ave 3
